X,Z,Type
-6,-3700109,echest
-3,-222476,echest
-42,-499998,echest
-20,-499983,echest
-20,-499982,echest
-3,-520417,echest
-56,-2414,echest
-22,-2557,echest
-32,-2376,echest
-7,-2379,echest
-1,-2077,echest
-13,-25168,echest
-13,-25168,echest
-13,-25168,echest
-1,-51999,echest
-4,-49980,echest
-2,-503039,echest
-30,-6431,echest
-16,-6370,echest
-17,-504974,echest
-2,-256512,echest
-50,-52594,echest
-7,-52538,echest
-3,-3707571,echest
-3,-667367,echest
-5,-2235441,echest
-2,-256698,echest
-3,-53096,echest
-2,-3713702,echest
-3,-533686,echest
-24,-534422,echest
-4,-534309,echest
-14,-324256,echest
-26,-371315,echest
-55,-53576,echest
-40,-53557,echest
-19,-53557,echest
-3,-3394166,echest
-4,-3059564,echest
-3,-676826,echest
-2,-257444,echest
-2,-3719023,echest
-26,-224406,echest
-3,-67799,echest
-2,-3398424,echest
-3,-680640,echest
-17,-257865,echest
-4,-2251594,echest
-8,-68507,echest
-2,-353612,echest
-3,-685957,echest
-3,-54781,echest
-3,-258406,echest
-3,-3404848,echest
-32,-2749,echest
-22,-2587,echest
-22,-2563,echest
-1,-3048,echest
-1,-3048,echest
-1,-3048,echest
-1,-3048,echest
-1,-3048,echest
-1,-3048,echest
-1,-3048,echest
-1,-3048,echest
-1,-3048,echest
-5,-2974,echest
-7,-2841,echest
-8,-2841,echest
-2,-2655,echest
-5,-2609,echest
-42,-30224,echest
-3,-689412,echest
-3,-691317,echest
-2,-3545226,echest
-3,-693745,echest
-3,-555811,echest
-3,-3414705,echest
-17,-3082210,echest
-3,-696963,echest
-38,-5174,echest
-6,-5321,echest
-34,-69657,echest
-3,-227081,echest
-3,-355371,echest
-10,-564274,echest
-3,-564848,echest
-3,-564848,echest
-3,-3749863,echest
-40,-3750137,echest
-1,-568375,echest
-1,-709582,echest
-3,-709418,echest
-6,-2280287,echest
-2,-3096710,echest
-3,-3096693,echest
-8,-2281314,echest
-3,-710669,echest
-14,-34226,echest
-6,-575024,echest
-3,-711705,echest
-4,-3430855,echest
-3,-713205,echest
-3,-382303,echest
-2,-3100914,echest
-2,-2286981,echest
-2,-38371,echest
-1,-38242,echest
-4,-715758,echest
-18,-343406,echest
-18,-343406,echest
-3,-716020,echest
-32,-6973,echest
-17,-6857,echest
-7,-7089,echest
-6,-7095,echest
-16,-7080,echest
-2,-6958,echest
-15,-6910,echest
-6,-71416,echest
-11,-71382,echest
-2,-582188,echest
-2,-720428,echest
-3,-3439747,echest
-3,-390968,echest
-3,-391977,echest
-2,-391783,echest
-13,-394240,echest
-4,-3444629,echest
-19,-394423,echest
-19,-394425,echest
-19,-394424,echest
-19,-394423,echest
-19,-394425,echest
-19,-394424,echest
-19,-394423,echest
-19,-394425,echest
-19,-394424,echest
-19,-394423,echest
-3,-344150,echest
-50,-311517,echest
-1,-589130,echest
-2,-589130,echest
-3,-591010,echest
-4,-3449169,echest
-34,-400029,echest
-14,-22752,echest
-15,-22751,echest
-16,-22751,echest
-4,-22680,echest
-9,-594671,echest
-6,-39989,echest
-3,-345397,echest
-3,-604596,echest
-2,-3462304,echest
-2,-3137892,echest
-3,-3140772,echest
-45,-6093,echest
-45,-6093,echest
-45,-6093,echest
-18,-6082,echest
-18,-6082,echest
-29,-6081,echest
-19,-5757,echest
-16,-6080,echest
2939370,61,echest
351820,3,echest
2253166,-5,echest
2939428,30,echest
3306270,2,echest
104116,-10,echest
104219,-5,echest
3571160,-3,echest
104391,-3,echest
406533,-3,echest
104387,78,echest
408813,-3,echest
409116,-3,echest
409154,-10,echest
409416,-2,echest
3731839,2,echest
409592,2,echest
4118,-42,echest
357584,-2,echest
4239,-52,echest
4233,-1,echest
4240,-52,echest
4250,-28,echest
4297,-42,echest
4338,-4,echest
4365,-5,echest
4374,-9,echest
4404,-62,echest
4410,-2,echest
4491,-7,echest
4531,-2,echest
4158,2,echest
4203,2,echest
4205,70,echest
4232,15,echest
4232,15,echest
4238,50,echest
4249,57,echest
4268,1,echest
4278,19,echest
4305,23,echest
4359,5,echest
4356,29,echest
4425,7,echest
4464,9,echest
4477,2,echest
4498,15,echest
4505,0,echest
4534,10,echest
4558,0,echest
4567,1,echest
4596,0,echest
4601,16,echest
41300,-3,echest
2943275,3,echest
41105,4,echest
41319,10,echest
409921,-3,echest
410023,-30,echest
373655,2,echest
3309681,2,echest
409736,6,echest
2733287,-3,echest
410262,1,echest
410573,2,echest
3310529,15,echest
410699,-3,echest
410957,-3,echest
410665,2,echest
410998,2,echest
1043686,2,echest
352268,-27,echest
411439,2,echest
2258342,46,echest
2258424,40,echest
2258567,-25,echest
3312515,2,echest
3523488,3,echest
3734989,4,echest
3735101,2,echest
2946621,2,echest
2947105,-5,echest
1045861,2,echest
2947217,2,echest
2947311,2,echest
2947624,4,echest
2260021,2,echest
41492,3,echest
2948551,-3,echest
2737920,2,echest
3316078,2,echest
1047684,2,echest
3527360,2,echest
374012,-6,echest
416198,6,echest
373884,2,echest
416665,-6,echest
416661,7,echest
2950080,-3,echest
2315948,-5,echest
105460,-17,echest
105032,4,echest
3739154,-1,echest
3739285,-3,echest
3739621,-35,echest
3529136,2,echest
3739372,2,echest
3317985,-3,echest
3740373,-2,echest
3604,-5,echest
3626,-5,echest
3623,-1,echest
3623,-1,echest
3646,-32,echest
3643,-7,echest
3662,-57,echest
3656,-60,echest
3688,-21,echest
3744,-22,echest
3763,-28,echest
3768,-2,echest
3810,-6,echest
3812,-6,echest
3813,-6,echest
3814,-6,echest
3998,-25,echest
3588,10,echest
3626,3,echest
3625,14,echest
3625,4,echest
3739,72,echest
3784,21,echest
3885,49,echest
4019,65,echest
3741246,2,echest
42394,-11,echest
36105,11,echest
3318844,2,echest
42041,59,echest
358764,-2,echest
2265240,1,echest
3742250,-5,echest
420225,2,echest
3742260,2,echest
3742611,2,echest
1051825,2,echest
1052049,2,echest
374596,-1,echest
374596,-1,echest
374596,-1,echest
374596,-1,echest
35581,-5,echest
35358,16,echest
35757,0,echest
421120,2,echest
274573,-47,echest
421865,3,echest
1053474,-2,echest
421903,2,echest
3743485,2,echest
3743486,2,echest
2955054,2,echest
1636049,-1,echest
422903,-3,echest
3743748,2,echest
332577,3,echest
423814,-3,echest
105615,-7,echest
105665,52,echest
16397,-5,echest
3534878,-3,echest
423969,0,echest
424439,2,echest
16690,48,echest
16818,5,echest
16882,50,echest
42652,12,echest
42663,7,echest
42663,11,echest
42900,44,echest
42959,36,echest
3747280,9,echest
425060,-2,echest
425435,-3,echest
1055768,2,echest
3325085,3,echest
425323,2,echest
375291,2,echest
1057170,-3,echest
3326156,3,echest
2959645,2,echest
1056771,2,echest
3748850,-19,echest
427168,-53,echest
1057283,-3,echest
3749563,-4,echest
3749718,-27,echest
3749834,-28,echest
33468,-8,echest
3749592,9,echest
3749838,4,echest
3749838,4,echest
3749839,3,echest
3749840,3,echest
3749840,3,echest
3749840,3,echest
3749892,-35,echest
3749926,-94,echest
3749935,-85,echest
3749927,-88,echest
3749925,-56,echest
3749939,-54,echest
1058456,-1,echest
3749956,-39,echest
33433,35,echest
3749967,-5,echest
3749983,-59,echest
3749973,-7,echest
3749987,-4,echest
3750001,-39,echest
3750002,-3,echest
1058388,2,echest
1058766,2,echest
3749974,15,echest
3749996,35,echest
3749987,55,echest
3749998,54,echest
3749998,54,echest
3749996,54,echest
3749998,54,echest
3749998,54,echest
3749998,54,echest
3749998,54,echest
3749998,54,echest
3750008,1,echest
3750025,1,echest
3750025,2,echest
3750021,50,echest
3750048,1,echest
3750109,1,echest
2962307,-2,echest
333176,2,echest
2962495,-3,echest
429290,3,echest
429514,1,echest
106201,-2,echest
106199,-1,echest
43367,-50,echest
43455,-7,echest
164583,72,echest
106239,1,echest
106239,1,echest
2752972,2,echest
233060,27,echest
430395,2,echest
1061116,-2,echest
377241,2,echest
431789,-3,echest
431824,-2,echest
3331238,2,echest
3542490,3,echest
378348,2,echest
378618,-1,echest
378644,-3,echest
378846,2,echest
2754890,4,echest
1062583,2,echest
37948,7,echest
1063171,-2,echest
1063171,-2,echest
1063171,-2,echest
379489,1,echest
165146,1,echest
434206,2,echest
434233,2,echest
434547,1,echest
434811,2,echest
43806,-4,echest
43806,-3,echest
43806,-4,echest
43806,-4,echest
2757543,2,echest
106621,19,echest
3545887,-2,echest
106841,32,echest
106898,0,echest
233777,-38,echest
381146,1,echest
44023,39,echest
1065924,2,echest
3599459,-2,echest
29762,-28,echest
29763,-26,echest
29942,-2,echest
1651074,-3,echest
29890,3,echest
30040,2,echest
297211,-5,echest
436496,2,echest
1067215,-3,echest
436831,2,echest
437129,3,echest
3337235,2,echest
3601504,-3,echest
38571,-27,echest
2282527,-2,echest
3548320,-3,echest
38409,17,echest
2495378,2,echest
38700,11,echest
438263,-5,echest
438174,0,echest
3601935,2,echest
384553,-14,echest
384554,-14,echest
439011,13,echest
1069545,2,echest
2338909,57,echest
3549992,9,echest
386264,-3,echest
386266,40,echest
386799,-2,echest
44370,45,echest
387504,-2,echest
1655667,67,echest
1655702,25,echest
440779,-3,echest
387100,26,echest
2285962,-12,echest
249987,-69,echest
250032,-13,echest
250111,-11,echest
2764697,2,echest
441563,-2,echest
27654,-43,echest
27845,-45,echest
27982,1,echest
27979,2,echest
355829,-3,echest
355830,-3,echest
2975000,-4,echest
1073347,-3,echest
2499679,-28,echest
2975005,5,echest
2499784,8,echest
2500049,55,echest
389442,3,echest
390068,-3,echest
334489,-3,echest
2975998,2,echest
444234,2,echest
3343537,2,echest
1659043,3,echest
3609160,-3,echest
11061,-63,echest
11144,-12,echest
11138,-1,echest
10970,45,echest
2767598,-18,echest
2767793,-3,echest
107606,-10,echest
2767486,52,echest
44706,26,echest
2768287,-3,echest
445796,-3,echest
361226,-3,echest
2502560,65,echest
2769076,-3,echest
392962,-3,echest
392950,69,echest
2290636,3,echest
3609999,2,echest
1075861,2,echest
1075948,1,echest
447172,-3,echest
2290694,58,echest
447582,2,echest
39781,-7,echest
2770373,36,echest
3611335,4,echest
3558571,2,echest
2771346,-3,echest
1663931,-2,echest
395671,2,echest
166891,-27,echest
335257,29,echest
2771965,2,echest
3613205,2,echest
45511,-61,echest
45512,-10,echest
3559964,0,echest
397100,2,echest
45518,2,echest
451194,-3,echest
397722,2,echest
1079937,1,echest
2774499,-15,echest
3561865,4,echest
452429,2,echest
398940,-2,echest
3615353,-3,echest
452674,2,echest
452905,2,echest
40390,-2,echest
25397,-2,echest
40011,0,echest
40311,34,echest
25149,3,echest
25150,1,echest
25149,3,echest
25385,8,echest
25489,12,echest
25561,23,echest
399534,2,echest
399997,-20,echest
400313,-9,echest
3563422,3,echest
3563465,2,echest
400003,1,echest
400121,0,echest
3353297,2,echest
401831,2,echest
167365,1,echest
3565441,-3,echest
1084023,2,echest
455708,2,echest
455811,2,echest
402768,-3,echest
2300000,-11,echest
2777774,37,echest
2777787,2,echest
1670046,37,echest
1670032,39,echest
1670040,38,echest
1670053,41,echest
456630,2,echest
456630,2,echest
2300406,3,echest
2512276,-3,echest
108991,2,echest
23577,-2,echest
23789,0,echest
23850,21,echest
23973,21,echest
24046,5,echest
24046,5,echest
2779310,2,echest
1671207,1,echest
1671224,1,echest
235859,36,echest
458407,2,echest
3621542,54,echest
405311,-3,echest
2990240,-3,echest
405588,-36,echest
405592,-36,echest
1567756,-3,echest
23102,-31,echest
405949,-19,echest
460216,-3,echest
23388,-31,echest
23420,-7,echest
23319,61,echest
23498,3,echest
4610,-8,echest
4678,-24,echest
4830,-5,echest
4890,-23,echest
4892,-21,echest
4894,-8,echest
4896,-53,echest
3253023,2,echest
4925,-2,echest
4925,-2,echest
4934,-2,echest
4949,-58,echest
4991,-15,echest
5062,-9,echest
4619,2,echest
4629,71,echest
4656,20,echest
4698,7,echest
4824,5,echest
4843,0,echest
4844,73,echest
4872,1,echest
4904,68,echest
4953,2,echest
4951,22,echest
4961,36,echest
4987,25,echest
4987,25,echest
4983,31,echest
5017,15,echest
5018,15,echest
5019,15,echest
5014,43,echest
5023,69,echest
5098,2,echest
5103,38,echest
5088,60,echest
5104,16,echest
46125,-42,echest
46203,-29,echest
46591,-29,echest
241172,-1,echest
241172,-1,echest
241172,-1,echest
109216,3,echest
1570058,-2,echest
46150,73,echest
46355,4,echest
2304956,2,echest
46500,13,echest
1570097,2,echest
2412506,-5,echest
1091735,-29,echest
3466712,2,echest
1571603,2,echest
3255490,1,echest
362625,9,echest
3256317,3,echest
22191,35,echest
22352,49,echest
22364,73,echest
463171,2,echest
463721,-2,echest
464093,2,echest
1094946,1,echest
2202178,2,echest
3628528,-57,echest
109957,-7,echest
109956,-5,echest
2996728,-1265,echest
465868,2,echest
46622,64,echest
2996724,-3554,echest
2996731,-3546,echest
2996728,-3539,echest
466130,-3,echest
466213,2,echest
466214,2,echest
2204829,-15,echest
466768,0,echest
3259907,-3,echest
236650,-48,echest
468458,2,echest
468757,-47,echest
1097794,2,echest
221099,2,echest
3473291,2,echest
1579435,2,echest
3262624,-5,echest
3262847,-3,echest
47141,34,echest
2209149,79,echest
2999977,-51,echest
2999992,-62,echest
3000000,-15,echest
3000010,-2,echest
3000021,-4,echest
3475929,3,echest
3475930,5,echest
472198,28,echest
1581415,-3,echest
2999922,7,echest
2999965,2,echest
2999999,20,echest
2999999,21,echest
2999999,20,echest
2999999,21,echest
3000009,5,echest
3000005,11,echest
3000014,49,echest
3000004,51,echest
3000021,14,echest
3000033,49,echest
3000055,2,echest
473003,31,echest
2422378,-8,echest
3000405,2,echest
2423457,-4,echest
474257,1,echest
474321,2,echest
474738,-2,echest
3635777,5,echest
475874,-3,echest
3478016,2,echest
476045,2,echest
47869,13,echest
47869,14,echest
47970,0,echest
1105105,-41,echest
3689836,-19,echest
3689864,-3,echest
3638675,-5,echest
3689822,13,echest
476675,-3,echest
3639144,4,echest
3639166,2,echest
477192,-1,echest
3003994,2,echest
243061,5,echest
3640066,-5,echest
2214349,2,echest
348219,-2,echest
478946,-3,echest
479064,-3,echest
478930,2,echest
15896,-3,echest
15969,-47,echest
16026,-4,echest
16075,-3,echest
16075,-2,echest
16178,-28,echest
16313,-42,echest
3006158,-3,echest
479469,0,echest
15882,62,echest
16173,18,echest
159107,-17,echest
480215,2,echest
3641729,2,echest
480706,2,echest
3272646,-3,echest
2217153,1,echest
48626,7,echest
482578,2,echest
111191,3,echest
1111448,-2,echest
483775,2,echest
348755,59,echest
238321,-9,echest
159484,-30,echest
33129,1,echest
1112834,2,echest
3011105,1,echest
485555,-6,echest
486371,1,echest
3489096,2,echest
49013,-57,echest
2222228,-5,echest
3699995,10,echest
3699996,10,echest
3699996,11,echest
3699995,10,echest
487163,2,echest
1594382,-2,echest
3700420,-3,echest
2223055,1,echest
488208,-3,echest
3015074,1,echest
2223462,16,echest
489351,-2,echest
489130,2,echest
301775,19,echest
365288,14,echest
159993,78,echest
2437504,12,echest
490455,2,echest
490466,2,echest
3703174,-22,echest
3651990,-4,echest
490760,3,echest
490760,3,echest
490765,1,echest
1119408,2,echest
3282388,39,echest
2387492,3,echest
3494615,8,echest
1599989,-10,echest
1600009,12,echest
3284184,3,echest
1601067,-41,echest
112627,-26,echest
112627,11,echest
3020148,-3,echest
371119,-2,echest
349740,-37,echest
371152,2,echest
160693,-47,echest
160721,-20,echest
494776,2,echest
30608,6,echest
496036,-3,echest
3287489,3,echest
3656366,2,echest
496303,-3,echest
1604128,1,echest
1124980,-8,echest
1125563,3,echest
2444668,-3,echest
497980,2,echest
3290372,-3,echest
11276,-35,echest
11332,-7,echest
11332,-2,echest
11696,-27,echest
3501273,2,echest
11277,3,echest
11293,30,echest
11307,39,echest
11347,4,echest
11347,4,echest
11647,18,echest
160807,-21,echest
112855,-17,echest
112852,-17,echest
112854,-15,echest
112855,-15,echest
112854,-14,echest
112854,-15,echest
112855,-15,echest
112854,-14,echest
112855,-16,echest
112854,-15,echest
112855,-15,echest
112852,-16,echest
112853,-16,echest
112854,-15,echest
112854,-15,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-14,echest
112854,-13,echest
371582,-3,echest
499147,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,2,echest
112864,3,echest
112864,4,echest
112864,3,echest
112864,3,echest
112963,64,echest
161029,41,echest
161056,32,echest
3502326,-5,echest
499973,-14,echest
3712541,-3,echest
500025,-20,echest
500083,-3,echest
239868,-52,echest
499990,21,echest
2446975,-2,echest
2447015,-2,echest
501227,-3,echest
501116,14,echest
1609638,1,echest
3662603,-3,echest
1129061,1,echest
50233,-62,echest
501936,-37,echest
501999,13,echest
3715191,2,echest
502733,-2,echest
3716074,-3,echest
503200,-2,echest
503202,-2,echest
502906,2,echest
503408,-8,echest
223855,2,echest
503358,2,echest
503833,-3,echest
350887,-3,echest
505709,2,echest
505854,2,echest
245434,1,echest
2240289,-3,echest
2240487,-21,echest
330235,8,echest
2240074,3,echest
506776,-3,echest
2240566,-3,echest
506609,55,echest
50878,-13,echest
51110,-12,echest
1615159,1,echest
507020,-2,echest
507174,-3,echest
3719938,2,echest
507380,2,echest
3720561,3,echest
3032990,-2,echest
3720756,2,echest
508596,-5,echest
1136140,-3,echest
3511944,3,echest
3512034,2,echest
508739,2,echest
509034,9,echest
1136659,-2,echest
1617412,-3,echest
509688,-3,echest
24232,-13,echest
24388,-28,echest
24398,-5,echest
24401,-5,echest
161925,-24,echest
510141,-52,echest
3722869,2,echest
24086,37,echest
510625,-3,echest
3513493,0,echest
1138596,1,echest
24675,3,echest
24817,0,echest
25003,39,echest
25013,5,echest
25051,45,echest
246249,1,echest
172725,1,echest
3036756,-52,echest
3036750,25,echest
289137,8,echest
3726558,2,echest
3038522,-3,echest
372880,-6,echest
372775,2,echest
3675001,-5,echest
3675002,-5,echest
2248618,-3,echest
114660,20,echest
2248743,-3,echest
1727674,2,echest
774997,6,echest
56704,6,echest
563377,-3,echest
563317,2,echest
1143811,-3,echest
617801,-2,echest
776863,-3,echest
2251494,-4,echest
268073,28,echest
131,-57,echest
137,-57,echest
133,-50,echest
143,-41,echest
131,-35,echest
142,-43,echest
128,-39,echest
139,-26,echest
143,-27,echest
141,-18,echest
142,-3,echest
135,-1,echest
139,-3,echest
133,-8,echest
144,-68,echest
146,-77,echest
156,-59,echest
157,-52,echest
145,-39,echest
147,-32,echest
148,-24,echest
153,-30,echest
152,-23,echest
157,-14,echest
156,-14,echest
158,-3,echest
154,-6,echest
145,-15,echest
170,-72,echest
174,-75,echest
171,-59,echest
163,-52,echest
163,-48,echest
167,-43,echest
166,-42,echest
163,-31,echest
167,-5,echest
171,-9,echest
175,-8,echest
171,-3,echest
161,-9,echest
177,-77,echest
181,-74,echest
177,-62,echest
178,-53,echest
191,-53,echest
190,-57,echest
184,-40,echest
187,-42,echest
184,-40,echest
184,-39,echest
187,-39,echest
178,-48,echest
179,-47,echest
177,-17,echest
185,-22,echest
191,-13,echest
182,-14,echest
189,-5,echest
182,-14,echest
184,-16,echest
182,-16,echest
182,-2,echest
196,-78,echest
196,-77,echest
193,-70,echest
195,-65,echest
204,-74,echest
196,-62,echest
195,-52,echest
193,-49,echest
197,-48,echest
198,-48,echest
196,-36,echest
196,-38,echest
199,-38,echest
199,-38,echest
200,-38,echest
196,-38,echest
196,-37,echest
192,-21,echest
193,-21,echest
194,-27,echest
198,-27,echest
195,-20,echest
192,-22,echest
195,-30,echest
986335,2,echest
215,-52,echest
209,-51,echest
218,-45,echest
219,-45,echest
221,-41,echest
212,-39,echest
210,-37,echest
210,-34,echest
213,-21,echest
219,-28,echest
220,-28,echest
221,-27,echest
221,-27,echest
221,-27,echest
221,-29,echest
221,-27,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
219,-29,echest
221,-29,echest
210,-23,echest
222,-19,echest
216,-1,echest
212,-8,echest
220,-7,echest
225,-68,echest
233,-68,echest
236,-79,echest
232,-72,echest
224,-34,echest
235,-31,echest
226,-28,echest
239,-18,echest
235,-32,echest
224,-1,echest
229,-6,echest
231,-8,echest
234,-4,echest
229,-8,echest
247,-71,echest
254,-52,echest
243,-56,echest
255,-50,echest
248,-27,echest
250,-9,echest
251,-9,echest
253,-16,echest
248,-5,echest
240,-6,echest
262,-73,echest
262,-72,echest
264,-76,echest
268,-69,echest
257,-76,echest
261,-71,echest
261,-70,echest
266,-53,echest
263,-51,echest
267,-34,echest
262,-39,echest
256,-3,echest
261,-1,echest
257,-12,echest
275,-64,echest
275,-64,echest
286,-59,echest
286,-61,echest
285,-60,echest
287,-60,echest
286,-59,echest
285,-61,echest
279,-31,echest
274,-25,echest
285,-27,echest
273,-18,echest
281,-30,echest
274,-2,echest
293,-64,echest
293,-63,echest
289,-28,echest
290,-27,echest
290,-27,echest
301,-24,echest
292,-20,echest
302,-26,echest
293,-10,echest
300,-14,echest
294,-1,echest
302,-9,echest
315,-71,echest
304,-65,echest
312,-74,echest
311,-61,echest
314,-34,echest
318,-47,echest
